id,title,category_id,price,currency_id,available_quantity,sold_quantity,condition,permalink,seller_id,seller_power_seller_status
MLA1913427140,Apple Tv A1427  3.a Generación Full Hd 8gb Negro,MLA352001,80000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1913427140-apple-tv-a1427-3a-generacion-full-hd-8gb-negro-_JM,,
MLA1781884668, Apple Tv A1427 2.ª Generación ,MLA352001,37081.98,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1781884668-apple-tv-a1427-2-generacion-_JM,,
MLA1436028141, Apple Tv A1427  8gb Negro  512mb Ram ,MLA352001,46000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1436028141-apple-tv-a1427-8gb-negro-512mb-ram-_JM,,
MLA1451784141,Apple Tv A1427 1a Gen. Negro / Full Hd Impecable!!,MLA352001,45000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1451784141-apple-tv-a1427-1a-gen-negro-full-hd-impecable-_JM,,
MLA935560782,Apple Tv 3ra Generación - A1469,MLA352001,85000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-935560782-apple-tv-3ra-generacion-a1469-_JM,,
MLA1433276905,Apple Tv A1469 Estándar 3.ª Generación Excelente Estado,MLA352001,64000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1433276905-apple-tv-a1469-estandar-3-generacion-excelente-estado-_JM,,
MLA1837941502,Apple Tv Hd A1625 4ta Generación Full Hd 32gb Remoto Siri,MLA352001,195000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1837941502-apple-tv-hd-a1625-4ta-generacion-full-hd-32gb-remoto-siri-_JM,,
MLA1111243533,Apple Tv 3ra Generación Modelo A1469,MLA352001,100000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1111243533-apple-tv-3ra-generacion-modelo-a1469-_JM,,
MLA1844813002,Apple Tv A1469 Estándar 3.ª Generación Rev. A Full Hd 8gb.,MLA352001,95000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1844813002-apple-tv-a1469-estandar-3-generacion-rev-a-full-hd-8gb-_JM,,
MLA1448857569,Apple Tv 3,MLA352001,38000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1448857569-apple-tv-3-_JM,,
MLA1443682603,Apple Tv 2ª Generaciónhd 8gb Negro Con 256mb De Memoria Ram,MLA352001,60000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1443682603-apple-tv-2-generacionhd-8gb-negro-con-256mb-de-memoria-ram-_JM,,
MLA1913452572,Apple Tv 3a Gen  Full Hd 8gb 512mb Ram A1427,MLA352001,45000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1913452572-apple-tv-3a-gen-full-hd-8gb-512mb-ram-a1427-_JM,,
MLA1428080643,Apple Tv 3ra Generación,MLA352001,120000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1428080643-apple-tv-3ra-generacion-_JM,,
MLA1426077727, Apple Tv A1469 Estándar 3.ª Generación Full Hd 8gb Negro ,MLA352001,50000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1426077727-apple-tv-a1469-estandar-3-generacion-full-hd-8gb-negro-_JM,,
MLA1677887932,Apple Tv 3era Generación. Full Hd. Con Control Remoto Y Hdmi,MLA352001,55000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1677887932-apple-tv-3era-generacion-full-hd-con-control-remoto-y-hdmi-_JM,,
MLA1111206110,Apple Tv Modelo A1469 3er Generación,MLA352001,140000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1111206110-apple-tv-modelo-a1469-3er-generacion-_JM,,
MLA1794555584,Apple Tv A1427 3.ª Generación Full Hd,MLA352001,80000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1794555584-apple-tv-a1427-3-generacion-full-hd-_JM,,
MLA1446598647,Apple Tv A1469 Estándar 3.ª Generación A Full Hd 8gb Negro,MLA352001,50000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1446598647-apple-tv-a1469-estandar-3-generacion-a-full-hd-8gb-negro-_JM,,
MLA1414122791, Apple Tv A1427 Negro - 1080p Full Hd,MLA352001,180000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1414122791-apple-tv-a1427-negro-1080p-full-hd-_JM,,
MLA1145383193, Apple Tv 4.ª Generación 2017 Full Hd 64gb Casi Nuevo,MLA352001,380000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1145383193-apple-tv-4-generacion-2017-full-hd-64gb-casi-nuevo-_JM,,
MLA1911254292,Apple Tv 4k (wifi + Ethernet) A2843 4k 128gb Negro,MLA352001,559000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1911254292-apple-tv-4k-wifi-ethernet-a2843-4k-128gb-negro-_JM,,
MLA1452766375,Apple Tv 4k 32 Gb Mod A1842,MLA352001,160000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1452766375-apple-tv-4k-32-gb-mod-a1842-_JM,,
MLA1913825834,Apple Tv A1378 - Con Control Remoto Y Cables (220v Y Hdmi),MLA352001,30000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1913825834-apple-tv-a1378-con-control-remoto-y-cables-220v-y-hdmi-_JM,,
MLA1905654296,Apple Tv 3a Gen A1469 32gb 8gb Ram Full Hd Hdmi,MLA352001,54000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1905654296-apple-tv-3a-gen-a1469-32gb-8gb-ram-full-hd-hdmi-_JM,,
MLA1799086010,Apple Tv A1469 Estándar 3.ª Generación Rev. A Full Hd 8gb,MLA352001,150000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1799086010-apple-tv-a1469-estandar-3-generacion-rev-a-full-hd-8gb-_JM,,
MLA1445793563,Apple Tv Hd A1625 De Voz 4.ª Generación 2015 Full Hd 64 Gb,MLA352001,200000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1445793563-apple-tv-hd-a1625-de-voz-4-generacion-2015-full-hd-64-gb-_JM,,
MLA1899194696,Apple Tv 2a Generación Full Hd,MLA352001,60000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1899194696-apple-tv-2a-generacion-full-hd-_JM,,
MLA1914163680,Apple Tv 4k 64 Gb Negro Con Memoria Ram De 3 Gb A1842,MLA352001,200000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1914163680-apple-tv-4k-64-gb-negro-con-memoria-ram-de-3-gb-a1842-_JM,,
MLA1446659505,Apple Tv 4k (wifi + Ethernet) A2843 De Voz 3.a Generación,MLA352001,365000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1446659505-apple-tv-4k-wifi-ethernet-a2843-de-voz-3a-generacion-_JM,,
MLA1755792356, Apple Tv A1469 3.ª Generación. Perf. Estado Caja Cable Orig,MLA352001,98000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1755792356-apple-tv-a1469-3-generacion-perf-estado-caja-cable-orig-_JM,,
MLA1451533489,Apple Tv A1625 4.a Generación Full Hd 32gb Muy Poco Uso!,MLA352001,165000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1451533489-apple-tv-a1625-4a-generacion-full-hd-32gb-muy-poco-uso-_JM,,
MLA1875309242,Apple Tv 2da Generacion Usado Impecable,MLA352001,55000,ARS,,,used,https://articulo.mercadolibre.com.ar/MLA-1875309242-apple-tv-2da-generacion-usado-impecable-_JM,,
MLA1629368964,Amazon Lite Fire Tv Stick B091g4yp57 De Voz Full Hd 8gb Negro Con 1gb De Memoria Ram,MLA352001,83299,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1629368964-amazon-lite-fire-tv-stick-b091g4yp57-de-voz-full-hd-8gb-negro-con-1gb-de-memoria-ram-_JM,,
MLA1565619806,Amazon Fire Tv Stick Lite Control Por Voz Alexa Fhd 1080p Color Negro Tipo De Control Remoto De Voz,MLA352001,66691,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1565619806-amazon-fire-tv-stick-lite-control-por-voz-alexa-fhd-1080p-color-negro-tipo-de-control-remoto-de-voz-_JM,,
MLA1919650622,Amazon Fire Tv Stick 4k Max 16 Gb Wifi 6 Ultra Rápido Color Negro,MLA352001,144900,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1919650622-amazon-fire-tv-stick-4k-max-16-gb-wifi-6-ultra-rapido-color-negro-_JM,,
MLA1374156562,Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro Con 1.5gb De Memoria Ram,MLA352001,104999,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1374156562-amazon-fire-tv-stick-4k-de-voz-2-generacion-4k-8gb-negro-con-15gb-de-memoria-ram-_JM,,
MLA1452010009,Amazon Fire Tv Stick 4k Ultra Hd Max 16gb 2nda Generación Wi-fi 6e Color Negro Tipo De Control Remoto Estándar,MLA352001,98499,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1452010009-amazon-fire-tv-stick-4k-ultra-hd-max-16gb-2nda-generacion-wi-fi-6e-color-negro-tipo-de-control-remoto-estandar-_JM,,
MLA1450055057,Amazon Fire Tv Stick Lite 3ra Gen Con Alexa Control De Voz,MLA352001,69999,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1450055057-amazon-fire-tv-stick-lite-3ra-gen-con-alexa-control-de-voz-_JM,,
MLA1451217175,"Amazon Fire Tv Stick 4k Streaming, Con Alexa Voice Remote Color Negro",MLA352001,124999,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1451217175-amazon-fire-tv-stick-4k-streaming-con-alexa-voice-remote-color-negro-_JM,,
MLA1214594878,Amazon Fire Tv Stick 4k De Voz 2ª Generación 4k 8gb Negro1 Con 1.5gb De Memoria Ram,MLA352001,145999,ARS,,,new,https://articulo.mercadolibre.com.ar/MLA-1214594878-amazon-fire-tv-stick-4k-de-voz-2-generacion-4k-8gb-negro1-con-15gb-de-memoria-ram-_JM,,
